Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,mixed_CS=T,mixed_CS=F,convn_CS=T,convn_CS=F
systematic,0.75,50,1.43,10.0,10.0,18.0,22.0
systematic,0.75,50,1.43,6.0,6.0,18.0,22.0
systematic,0.75,50,1.43,8.0,8.0,22.0,22.0
systematic,0.75,50,1.43,6.0,6.0,20.0,28.0
systematic,0.75,50,1.43,4.0,8.0,18.0,16.0
systematic,0.75,50,1.43,4.0,4.0,14.0,14.0
systematic,0.75,50,1.43,8.0,8.0,20.0,20.0
systematic,0.75,50,1.43,6.0,8.0,28.0,22.0
systematic,0.75,50,1.43,6.0,6.0,20.0,16.0
systematic,0.75,50,1.43,6.0,6.0,20.0,24.0
systematic,0.75,50,1.43,8.0,6.0,22.0,28.0
systematic,0.75,50,1.43,6.0,6.0,28.0,16.0
systematic,0.75,50,1.43,6.0,6.0,26.0,22.0
systematic,0.75,50,1.43,4.0,6.0,14.0,20.0
systematic,0.75,50,1.43,12.0,12.0,22.0,14.0
systematic,0.75,50,1.43,8.0,6.0,26.0,32.0
systematic,0.75,50,1.43,8.0,8.0,12.0,12.0
systematic,0.75,50,1.43,6.0,4.0,30.0,30.0
systematic,0.75,50,1.43,10.0,10.0,22.0,22.0
systematic,0.75,50,1.43,4.0,2.0,16.0,10.0
systematic,0.75,50,1.43,8.0,10.0,28.0,20.0
systematic,0.75,50,1.43,10.0,14.0,26.0,24.0
systematic,0.75,50,1.43,14.0,14.0,30.0,30.0
systematic,0.75,50,1.43,6.0,6.0,32.0,30.0
systematic,0.75,50,1.43,6.0,6.0,18.0,28.0
systematic,0.75,50,1.43,6.0,6.0,32.0,32.0
systematic,0.75,50,1.43,6.0,6.0,14.0,18.0
systematic,0.75,50,1.43,6.0,6.0,22.0,24.0
systematic,0.75,50,1.43,6.0,6.0,24.0,24.0
systematic,0.75,50,1.43,8.0,8.0,32.0,32.0
systematic,0.75,50,1.43,8.0,10.0,26.0,30.0
systematic,0.75,50,1.43,4.0,4.0,26.0,30.0
systematic,0.75,50,1.43,2.0,2.0,24.0,22.0
systematic,0.75,50,1.43,6.0,6.0,18.0,24.0
systematic,0.75,50,1.43,6.0,6.0,12.0,22.0
systematic,0.75,50,1.43,6.0,6.0,14.0,14.0
systematic,0.75,50,1.43,8.0,8.0,16.0,20.0
systematic,0.75,50,1.43,10.0,10.0,22.0,28.0
systematic,0.75,50,1.43,6.0,6.0,18.0,20.0
systematic,0.75,50,1.43,8.0,8.0,24.0,18.0
systematic,0.75,50,1.43,8.0,8.0,32.0,30.0
systematic,0.75,50,1.43,12.0,12.0,16.0,22.0
systematic,0.75,50,1.43,4.0,4.0,24.0,14.0
systematic,0.75,50,1.43,2.0,2.0,10.0,12.0
systematic,0.75,50,1.43,6.0,6.0,14.0,12.0
systematic,0.75,50,1.43,6.0,6.0,28.0,30.0
systematic,0.75,50,1.43,4.0,4.0,12.0,14.0
systematic,0.75,50,1.43,12.0,10.0,22.0,28.0
systematic,0.75,50,1.43,6.0,6.0,22.0,22.0
systematic,0.75,50,1.43,8.0,8.0,20.0,20.0
systematic,0.75,50,1.43,6.0,6.0,10.0,10.0
systematic,0.75,50,1.43,8.0,10.0,18.0,16.0
systematic,0.75,50,1.43,6.0,6.0,24.0,30.0
systematic,0.75,50,1.43,8.0,8.0,36.0,44.0
systematic,0.75,50,1.43,14.0,14.0,28.0,28.0
systematic,0.75,50,1.43,10.0,10.0,30.0,30.0
systematic,0.75,50,1.43,12.0,14.0,22.0,20.0
systematic,0.75,50,1.43,6.0,6.0,14.0,12.0
systematic,0.75,50,1.43,12.0,12.0,20.0,18.0
systematic,0.75,50,1.43,4.0,4.0,24.0,20.0
systematic,0.75,50,1.43,6.0,6.0,16.0,22.0
systematic,0.75,50,1.43,6.0,8.0,16.0,20.0
systematic,0.75,50,1.43,6.0,4.0,28.0,28.0
systematic,0.75,50,1.43,6.0,6.0,20.0,34.0
systematic,0.75,50,1.43,10.0,10.0,32.0,24.0
systematic,0.75,50,1.43,10.0,10.0,30.0,26.0
systematic,0.75,50,1.43,10.0,12.0,20.0,20.0
systematic,0.75,50,1.43,6.0,6.0,18.0,18.0
systematic,0.75,50,1.43,6.0,8.0,16.0,16.0
systematic,0.75,50,1.43,2.0,8.0,16.0,16.0
systematic,0.75,50,1.43,6.0,8.0,16.0,18.0
systematic,0.75,50,1.43,6.0,8.0,26.0,30.0
systematic,0.75,50,1.43,8.0,10.0,24.0,24.0
systematic,0.75,50,1.43,10.0,10.0,28.0,14.0
systematic,0.75,50,1.43,8.0,8.0,16.0,24.0
systematic,0.75,50,1.43,6.0,6.0,16.0,18.0
systematic,0.75,50,1.43,8.0,8.0,16.0,14.0
systematic,0.75,50,1.43,4.0,4.0,12.0,20.0
systematic,0.75,50,1.43,2.0,2.0,22.0,22.0
systematic,0.75,50,1.43,6.0,8.0,16.0,16.0
systematic,0.75,50,1.43,8.0,6.0,18.0,24.0
systematic,0.75,50,1.43,2.0,4.0,24.0,20.0
systematic,0.75,50,1.43,6.0,4.0,20.0,16.0
systematic,0.75,50,1.43,4.0,4.0,18.0,20.0
systematic,0.75,50,1.43,6.0,6.0,12.0,12.0
systematic,0.75,50,1.43,4.0,6.0,16.0,20.0
systematic,0.75,50,1.43,6.0,6.0,18.0,24.0
systematic,0.75,50,1.43,8.0,8.0,20.0,28.0
systematic,0.75,50,1.43,6.0,6.0,36.0,34.0
systematic,0.75,50,1.43,14.0,14.0,32.0,36.0
systematic,0.75,50,1.43,4.0,4.0,14.0,24.0
systematic,0.75,50,1.43,2.0,2.0,12.0,10.0
systematic,0.75,50,1.43,4.0,4.0,16.0,24.0
systematic,0.75,50,1.43,6.0,6.0,14.0,12.0
systematic,0.75,50,1.43,8.0,8.0,30.0,30.0
systematic,0.75,50,1.43,6.0,4.0,36.0,36.0
systematic,0.75,50,1.43,4.0,4.0,14.0,22.0
systematic,0.75,50,1.43,4.0,4.0,14.0,26.0
systematic,0.75,50,1.43,10.0,10.0,20.0,16.0
systematic,0.75,50,1.43,8.0,8.0,20.0,30.0
systematic,0.75,50,1.43,4.0,4.0,16.0,16.0
systematic,0.75,50,1.43,4.0,4.0,22.0,30.0
systematic,0.75,50,1.43,6.0,8.0,14.0,18.0
systematic,0.75,50,1.43,6.0,6.0,16.0,22.0
systematic,0.75,50,1.43,4.0,4.0,24.0,28.0
systematic,0.75,50,1.43,4.0,10.0,22.0,18.0
systematic,0.75,50,1.43,8.0,8.0,24.0,24.0
systematic,0.75,50,1.43,6.0,6.0,18.0,16.0
systematic,0.75,50,1.43,14.0,14.0,26.0,18.0
systematic,0.75,50,1.43,4.0,4.0,24.0,20.0
systematic,0.75,50,1.43,8.0,8.0,22.0,24.0
systematic,0.75,50,1.43,6.0,6.0,26.0,36.0
systematic,0.75,50,1.43,12.0,10.0,16.0,12.0
systematic,0.75,50,1.43,8.0,8.0,12.0,12.0
systematic,0.75,50,1.43,6.0,4.0,12.0,28.0
systematic,0.75,50,1.43,4.0,4.0,36.0,34.0
systematic,0.75,50,1.43,10.0,6.0,20.0,22.0
systematic,0.75,50,1.43,8.0,8.0,22.0,22.0
systematic,0.75,50,1.43,12.0,12.0,22.0,26.0
systematic,0.75,50,1.43,8.0,8.0,22.0,22.0
systematic,0.75,50,1.43,6.0,6.0,10.0,12.0
systematic,0.75,50,1.43,6.0,8.0,26.0,22.0
systematic,0.75,50,1.43,8.0,8.0,24.0,24.0
systematic,0.75,50,1.43,6.0,8.0,24.0,28.0
systematic,0.75,50,1.43,4.0,4.0,20.0,24.0
systematic,0.75,50,1.43,8.0,10.0,16.0,18.0
systematic,0.75,50,1.43,8.0,8.0,14.0,10.0
systematic,0.75,50,1.43,6.0,6.0,18.0,18.0
systematic,0.75,50,1.43,2.0,4.0,12.0,8.0
systematic,0.75,50,1.43,2.0,4.0,8.0,8.0
systematic,0.75,50,1.43,8.0,8.0,14.0,12.0
systematic,0.75,50,1.43,14.0,12.0,20.0,18.0
systematic,0.75,50,1.43,14.0,12.0,18.0,18.0
systematic,0.75,50,1.43,2.0,6.0,24.0,22.0
systematic,0.75,50,1.43,4.0,4.0,22.0,22.0
systematic,0.75,50,1.43,12.0,8.0,16.0,14.0
systematic,0.75,50,1.43,4.0,4.0,16.0,24.0
systematic,0.75,50,1.43,10.0,10.0,26.0,24.0
systematic,0.75,50,1.43,4.0,4.0,10.0,10.0
systematic,0.75,50,1.43,10.0,8.0,28.0,24.0
systematic,0.75,50,1.43,8.0,8.0,24.0,28.0
systematic,0.75,50,1.43,6.0,8.0,24.0,10.0
systematic,0.75,50,1.43,6.0,6.0,14.0,20.0
systematic,0.75,50,1.43,6.0,10.0,16.0,28.0
systematic,0.75,50,1.43,10.0,10.0,20.0,28.0
systematic,0.75,50,1.43,6.0,12.0,18.0,22.0
systematic,0.75,50,1.43,10.0,10.0,34.0,30.0
systematic,0.75,50,1.43,10.0,10.0,34.0,32.0
systematic,0.75,50,1.43,4.0,4.0,24.0,26.0
systematic,0.75,50,1.43,6.0,4.0,14.0,10.0
systematic,0.75,50,1.43,8.0,8.0,28.0,30.0
systematic,0.75,50,1.43,8.0,6.0,24.0,32.0
systematic,0.75,50,1.43,6.0,6.0,28.0,34.0
systematic,0.75,50,1.43,6.0,6.0,22.0,26.0
systematic,0.75,50,1.43,4.0,4.0,12.0,20.0
systematic,0.75,80,1.43,6.0,6.0,24.0,32.0
systematic,0.75,80,1.43,18.0,18.0,58.0,64.0
systematic,0.75,80,1.43,10.0,10.0,24.0,34.0
systematic,0.75,80,1.43,6.0,6.0,18.0,36.0
systematic,0.75,80,1.43,12.0,12.0,28.0,44.0
systematic,0.75,80,1.43,8.0,10.0,24.0,44.0
systematic,0.75,80,1.43,6.0,6.0,12.0,32.0
systematic,0.75,80,1.43,12.0,12.0,26.0,50.0
systematic,0.75,80,1.43,4.0,6.0,44.0,66.0
systematic,0.75,80,1.43,16.0,16.0,30.0,46.0
systematic,0.75,80,1.43,4.0,6.0,22.0,50.0
systematic,0.75,80,1.43,2.0,4.0,18.0,48.0
systematic,0.75,80,1.43,10.0,10.0,22.0,42.0
systematic,0.75,80,1.43,8.0,8.0,32.0,64.0
systematic,0.75,80,1.43,12.0,12.0,26.0,54.0
systematic,0.75,80,1.43,12.0,12.0,26.0,40.0
systematic,0.75,80,1.43,4.0,4.0,20.0,52.0
systematic,0.75,80,1.43,6.0,8.0,18.0,52.0
systematic,0.75,80,1.43,8.0,14.0,26.0,58.0
systematic,0.75,80,1.43,10.0,8.0,18.0,38.0
systematic,0.75,80,1.43,10.0,10.0,20.0,50.0
systematic,0.75,80,1.43,14.0,14.0,28.0,66.0
systematic,0.75,80,1.43,12.0,12.0,34.0,66.0
systematic,0.75,80,1.43,8.0,10.0,28.0,40.0
systematic,0.75,80,1.43,10.0,10.0,26.0,38.0
systematic,0.75,80,1.43,6.0,6.0,18.0,50.0
systematic,0.75,80,1.43,8.0,10.0,34.0,64.0
systematic,0.75,80,1.43,10.0,10.0,26.0,52.0
systematic,0.75,80,1.43,10.0,8.0,14.0,38.0
systematic,0.75,80,1.43,10.0,10.0,16.0,34.0
systematic,0.75,80,1.43,8.0,8.0,38.0,60.0
systematic,0.75,80,1.43,10.0,10.0,26.0,54.0
systematic,0.75,80,1.43,8.0,8.0,28.0,38.0
systematic,0.75,80,1.43,6.0,8.0,24.0,50.0
systematic,0.75,80,1.43,6.0,10.0,38.0,48.0
systematic,0.75,80,1.43,8.0,8.0,22.0,54.0
systematic,0.75,80,1.43,12.0,12.0,18.0,40.0
systematic,0.75,80,1.43,4.0,6.0,24.0,60.0
systematic,0.75,80,1.43,10.0,10.0,18.0,34.0
systematic,0.75,80,1.43,2.0,2.0,14.0,40.0
systematic,0.75,80,1.43,4.0,10.0,20.0,32.0
systematic,0.75,80,1.43,8.0,8.0,14.0,66.0
systematic,0.75,80,1.43,4.0,6.0,16.0,34.0
systematic,0.75,80,1.43,14.0,12.0,26.0,50.0
systematic,0.75,80,1.43,8.0,8.0,30.0,56.0
systematic,0.75,80,1.43,12.0,12.0,32.0,42.0
systematic,0.75,80,1.43,6.0,6.0,20.0,72.0
systematic,0.75,80,1.43,6.0,6.0,22.0,74.0
systematic,0.75,80,1.43,6.0,6.0,16.0,36.0
systematic,0.75,80,1.43,12.0,12.0,50.0,56.0
systematic,0.75,80,1.43,14.0,16.0,32.0,72.0
systematic,0.75,80,1.43,6.0,8.0,14.0,42.0
systematic,0.75,80,1.43,10.0,10.0,22.0,36.0
systematic,0.75,80,1.43,2.0,2.0,12.0,28.0
systematic,0.75,80,1.43,4.0,6.0,20.0,36.0
systematic,0.75,80,1.43,4.0,4.0,18.0,40.0
systematic,0.75,80,1.43,6.0,8.0,20.0,30.0
systematic,0.75,80,1.43,12.0,12.0,24.0,52.0
systematic,0.75,80,1.43,8.0,8.0,28.0,38.0
systematic,0.75,80,1.43,8.0,16.0,40.0,48.0
systematic,0.75,80,1.43,8.0,8.0,18.0,48.0
systematic,0.75,80,1.43,6.0,6.0,20.0,52.0
systematic,0.75,80,1.43,6.0,8.0,22.0,64.0
systematic,0.75,80,1.43,6.0,4.0,14.0,52.0
systematic,0.75,80,1.43,6.0,8.0,42.0,48.0
systematic,0.75,80,1.43,6.0,8.0,38.0,66.0
systematic,0.75,80,1.43,12.0,14.0,28.0,46.0
systematic,0.75,80,1.43,6.0,6.0,28.0,64.0
systematic,0.75,80,1.43,6.0,6.0,20.0,38.0
systematic,0.75,80,1.43,6.0,6.0,58.0,56.0
systematic,0.75,80,1.43,6.0,6.0,18.0,34.0
systematic,0.75,80,1.43,8.0,8.0,56.0,62.0
systematic,0.75,80,1.43,12.0,12.0,30.0,40.0
systematic,0.75,80,1.43,8.0,8.0,26.0,44.0
systematic,0.75,80,1.43,8.0,8.0,20.0,34.0
systematic,0.75,80,1.43,10.0,10.0,18.0,38.0
systematic,0.75,80,1.43,12.0,14.0,50.0,60.0
systematic,0.75,80,1.43,4.0,6.0,14.0,50.0
systematic,0.75,80,1.43,4.0,4.0,18.0,58.0
systematic,0.75,80,1.43,10.0,10.0,24.0,42.0
systematic,0.75,80,1.43,18.0,18.0,34.0,66.0
systematic,0.75,80,1.43,22.0,22.0,30.0,46.0
systematic,0.75,80,1.43,10.0,10.0,18.0,50.0
systematic,0.75,80,1.43,4.0,4.0,28.0,30.0
systematic,0.75,80,1.43,18.0,16.0,38.0,50.0
systematic,0.75,80,1.43,2.0,4.0,28.0,36.0
systematic,0.75,80,1.43,6.0,8.0,24.0,46.0
systematic,0.75,80,1.43,8.0,8.0,20.0,54.0
systematic,0.75,80,1.43,6.0,10.0,64.0,70.0
systematic,0.75,80,1.43,8.0,8.0,26.0,26.0
systematic,0.75,80,1.43,8.0,8.0,22.0,38.0
systematic,0.75,80,1.43,18.0,16.0,50.0,58.0
systematic,0.75,80,1.43,8.0,8.0,22.0,64.0
systematic,0.75,80,1.43,4.0,6.0,18.0,54.0
systematic,0.75,80,1.43,8.0,8.0,24.0,38.0
systematic,0.75,80,1.43,6.0,8.0,14.0,42.0
systematic,0.75,80,1.43,2.0,2.0,20.0,36.0
systematic,0.75,80,1.43,8.0,8.0,22.0,36.0
systematic,0.75,80,1.43,6.0,6.0,14.0,34.0
systematic,0.75,80,1.43,8.0,8.0,18.0,34.0
systematic,0.75,80,1.43,8.0,10.0,20.0,40.0
systematic,0.75,80,1.43,4.0,6.0,16.0,64.0
systematic,0.75,80,1.43,10.0,12.0,22.0,56.0
systematic,0.75,80,1.43,14.0,14.0,24.0,40.0
systematic,0.75,80,1.43,10.0,10.0,28.0,42.0
systematic,0.75,80,1.43,8.0,8.0,20.0,68.0
systematic,0.75,80,1.43,12.0,12.0,28.0,40.0
systematic,0.75,80,1.43,12.0,12.0,22.0,68.0
systematic,0.75,80,1.43,6.0,6.0,32.0,66.0
systematic,0.75,80,1.43,10.0,10.0,16.0,68.0
systematic,0.75,80,1.43,10.0,10.0,36.0,46.0
systematic,0.75,80,1.43,10.0,10.0,36.0,60.0
systematic,0.75,80,1.43,6.0,6.0,22.0,36.0
systematic,0.75,80,1.43,16.0,16.0,24.0,68.0
systematic,0.75,80,1.43,4.0,10.0,22.0,30.0
systematic,0.75,80,1.43,4.0,4.0,12.0,28.0
systematic,0.75,80,1.43,8.0,8.0,20.0,60.0
systematic,0.75,80,1.43,6.0,8.0,36.0,46.0
systematic,0.75,80,1.43,10.0,10.0,26.0,64.0
systematic,0.75,80,1.43,4.0,4.0,22.0,36.0
systematic,0.75,80,1.43,10.0,10.0,30.0,70.0
systematic,0.75,80,1.43,6.0,6.0,12.0,54.0
systematic,0.75,80,1.43,6.0,6.0,20.0,60.0
systematic,0.75,80,1.43,12.0,10.0,24.0,34.0
systematic,0.75,80,1.43,16.0,12.0,26.0,52.0
systematic,0.75,80,1.43,8.0,8.0,18.0,38.0
systematic,0.75,80,1.43,10.0,10.0,18.0,34.0
systematic,0.75,80,1.43,16.0,16.0,34.0,50.0
systematic,0.75,80,1.43,6.0,6.0,20.0,62.0
systematic,0.75,80,1.43,8.0,8.0,30.0,64.0
systematic,0.75,80,1.43,12.0,10.0,32.0,42.0
systematic,0.75,80,1.43,8.0,8.0,12.0,34.0
systematic,0.75,80,1.43,12.0,12.0,20.0,40.0
systematic,0.75,80,1.43,4.0,8.0,18.0,32.0
systematic,0.75,80,1.43,6.0,6.0,22.0,48.0
systematic,0.75,80,1.43,8.0,8.0,22.0,60.0
systematic,0.75,80,1.43,10.0,10.0,24.0,62.0
systematic,0.75,80,1.43,8.0,10.0,16.0,40.0
systematic,0.75,80,1.43,8.0,10.0,16.0,34.0
systematic,0.75,80,1.43,14.0,14.0,40.0,52.0
systematic,0.75,80,1.43,12.0,12.0,30.0,40.0
systematic,0.75,80,1.43,8.0,10.0,30.0,34.0
systematic,0.75,80,1.43,6.0,8.0,18.0,48.0
systematic,0.75,80,1.43,6.0,6.0,18.0,68.0
systematic,0.75,80,1.43,4.0,6.0,16.0,42.0
systematic,0.75,80,1.43,14.0,14.0,28.0,58.0
systematic,0.75,80,1.43,10.0,10.0,20.0,36.0
systematic,0.75,80,1.43,8.0,8.0,28.0,52.0
systematic,0.75,80,1.43,8.0,8.0,20.0,34.0
systematic,0.75,80,1.43,6.0,10.0,18.0,52.0
systematic,0.75,80,1.43,6.0,6.0,34.0,52.0
systematic,0.75,80,1.43,8.0,8.0,36.0,54.0
systematic,0.75,80,1.43,4.0,4.0,12.0,36.0
systematic,0.75,80,1.43,6.0,8.0,28.0,50.0
systematic,0.75,80,1.43,4.0,4.0,38.0,46.0
systematic,0.75,80,1.43,10.0,12.0,30.0,58.0
systematic,0.75,80,1.43,10.0,10.0,18.0,70.0
systematic,0.75,80,1.43,4.0,4.0,22.0,34.0
systematic,0.75,80,1.43,6.0,8.0,36.0,50.0
systematic,0.75,80,1.43,14.0,16.0,30.0,56.0
systematic,0.75,80,1.43,12.0,12.0,28.0,74.0
systematic,0.75,80,1.43,10.0,10.0,36.0,46.0
systematic,0.75,80,1.43,12.0,12.0,24.0,44.0
systematic,0.75,80,1.43,12.0,12.0,30.0,40.0
systematic,0.75,80,1.43,6.0,4.0,24.0,40.0
systematic,0.75,80,1.43,10.0,8.0,30.0,54.0
systematic,0.75,80,1.43,16.0,16.0,38.0,58.0
systematic,0.75,80,1.43,8.0,8.0,26.0,62.0
systematic,0.75,80,1.43,10.0,10.0,24.0,44.0
systematic,0.75,80,1.43,10.0,10.0,20.0,38.0
systematic,0.75,80,1.43,8.0,8.0,18.0,30.0
systematic,0.75,80,1.43,6.0,6.0,44.0,50.0
systematic,0.75,80,1.43,6.0,6.0,18.0,60.0
systematic,0.75,80,1.43,10.0,14.0,22.0,36.0
systematic,0.75,80,1.43,8.0,8.0,16.0,30.0
systematic,0.75,80,1.43,10.0,10.0,20.0,36.0
systematic,0.75,80,1.43,6.0,10.0,20.0,44.0
systematic,0.75,80,1.43,14.0,14.0,34.0,42.0
systematic,0.75,80,1.43,10.0,10.0,18.0,36.0
systematic,0.75,80,1.43,6.0,8.0,26.0,66.0
systematic,0.75,80,1.43,12.0,12.0,28.0,64.0
systematic,0.75,80,1.43,8.0,8.0,26.0,60.0
systematic,0.75,80,1.43,8.0,10.0,26.0,38.0
systematic,0.75,80,1.43,6.0,8.0,30.0,42.0
systematic,0.75,80,1.43,6.0,8.0,28.0,66.0
systematic,0.75,80,1.43,8.0,10.0,30.0,72.0
systematic,0.75,80,1.43,10.0,10.0,28.0,60.0
systematic,0.75,80,1.43,8.0,8.0,28.0,54.0
systematic,0.75,80,1.43,6.0,6.0,26.0,40.0
systematic,0.75,80,1.43,6.0,8.0,18.0,58.0
systematic,0.75,80,1.43,20.0,20.0,40.0,66.0
systematic,0.75,80,1.43,8.0,8.0,26.0,36.0
systematic,0.75,80,1.43,8.0,8.0,32.0,44.0
systematic,0.75,80,1.43,12.0,14.0,26.0,68.0
systematic,0.75,80,1.43,8.0,8.0,22.0,38.0
systematic,0.75,80,1.43,6.0,6.0,34.0,56.0
systematic,0.75,80,1.43,8.0,8.0,16.0,40.0
systematic,0.75,80,1.43,8.0,8.0,32.0,48.0
systematic,0.75,80,1.43,14.0,12.0,40.0,70.0
systematic,0.75,80,1.43,8.0,10.0,24.0,40.0
systematic,0.75,80,1.43,6.0,10.0,16.0,36.0
systematic,0.75,80,1.43,8.0,8.0,22.0,38.0
systematic,0.75,80,1.43,6.0,8.0,20.0,44.0
systematic,0.75,80,1.43,8.0,8.0,18.0,30.0
systematic,0.75,80,1.43,10.0,10.0,20.0,36.0
systematic,0.75,80,1.43,8.0,8.0,18.0,44.0
systematic,0.75,80,1.43,8.0,8.0,20.0,42.0
systematic,0.75,80,1.43,8.0,8.0,12.0,30.0
systematic,0.75,80,1.43,8.0,8.0,22.0,72.0
systematic,0.75,80,1.43,6.0,8.0,34.0,42.0
systematic,0.75,80,1.43,4.0,6.0,14.0,62.0
systematic,0.75,80,1.43,10.0,10.0,36.0,48.0
systematic,0.75,80,1.43,8.0,8.0,24.0,38.0
systematic,0.75,80,1.43,8.0,6.0,32.0,42.0
systematic,0.75,80,1.43,8.0,8.0,22.0,64.0
systematic,0.75,80,1.43,8.0,10.0,32.0,42.0
systematic,0.75,80,1.43,10.0,8.0,16.0,32.0
systematic,0.75,80,1.43,6.0,6.0,22.0,56.0
systematic,0.75,80,1.43,4.0,6.0,30.0,42.0
systematic,0.75,80,1.43,12.0,12.0,28.0,60.0
systematic,0.75,80,1.43,8.0,8.0,16.0,46.0
systematic,0.75,80,1.43,4.0,6.0,26.0,64.0
systematic,0.75,80,1.43,4.0,4.0,22.0,48.0
systematic,0.75,80,1.43,12.0,12.0,32.0,62.0
systematic,0.75,80,1.43,4.0,6.0,16.0,38.0
systematic,0.75,80,1.43,10.0,10.0,22.0,28.0
systematic,0.75,80,1.43,8.0,8.0,18.0,60.0
systematic,0.75,80,1.43,6.0,10.0,20.0,38.0
systematic,0.75,80,1.43,2.0,4.0,16.0,32.0
systematic,0.75,80,1.43,8.0,8.0,22.0,38.0
systematic,0.75,80,1.43,8.0,8.0,18.0,42.0
systematic,0.75,80,1.43,4.0,6.0,12.0,30.0
systematic,0.75,80,1.43,8.0,8.0,20.0,38.0
systematic,0.75,80,1.43,6.0,20.0,38.0,50.0
systematic,0.75,80,1.43,8.0,8.0,22.0,34.0
systematic,0.75,80,1.43,14.0,14.0,34.0,48.0
systematic,0.75,80,1.43,4.0,4.0,16.0,30.0
systematic,0.75,80,1.43,8.0,10.0,34.0,56.0
systematic,0.75,80,1.43,10.0,12.0,32.0,56.0
systematic,0.75,80,1.43,6.0,8.0,30.0,50.0
systematic,0.75,80,1.43,6.0,6.0,14.0,32.0
systematic,0.75,80,1.43,18.0,16.0,36.0,48.0
systematic,0.75,80,1.43,8.0,8.0,18.0,60.0
systematic,0.75,80,1.43,8.0,8.0,16.0,34.0
systematic,0.75,80,1.43,8.0,8.0,18.0,36.0
systematic,0.75,80,1.43,6.0,6.0,16.0,48.0
systematic,0.75,80,1.43,10.0,10.0,24.0,36.0
systematic,0.75,80,1.43,10.0,12.0,36.0,44.0
systematic,0.75,80,1.43,8.0,8.0,16.0,30.0
systematic,0.75,80,1.43,8.0,10.0,20.0,50.0
systematic,0.75,80,1.43,4.0,6.0,14.0,36.0
systematic,0.75,80,1.43,12.0,12.0,22.0,30.0
systematic,0.75,80,1.43,12.0,12.0,20.0,44.0
systematic,0.75,80,1.43,6.0,10.0,32.0,46.0
systematic,0.75,80,1.43,10.0,10.0,24.0,46.0
systematic,0.75,80,1.43,8.0,8.0,26.0,42.0
systematic,0.75,80,1.43,8.0,8.0,18.0,38.0
systematic,0.75,80,1.43,12.0,12.0,34.0,48.0
systematic,0.75,80,1.43,8.0,8.0,20.0,44.0
systematic,0.75,80,1.43,10.0,12.0,34.0,64.0
systematic,0.75,80,1.43,10.0,8.0,20.0,36.0
systematic,0.75,80,1.43,6.0,8.0,28.0,64.0
systematic,0.75,80,1.43,10.0,14.0,26.0,50.0
systematic,0.75,80,1.43,6.0,6.0,14.0,34.0
systematic,0.75,80,1.43,6.0,6.0,16.0,28.0
systematic,0.75,80,1.43,6.0,4.0,14.0,36.0
systematic,0.75,80,1.43,14.0,14.0,26.0,48.0
systematic,0.75,80,1.43,12.0,12.0,24.0,42.0
systematic,0.75,80,1.43,6.0,8.0,38.0,42.0
systematic,0.75,80,1.43,8.0,8.0,20.0,74.0
systematic,0.75,80,1.43,8.0,10.0,28.0,64.0
systematic,0.75,80,1.43,10.0,10.0,40.0,46.0
systematic,0.75,80,1.43,8.0,10.0,16.0,58.0
systematic,0.75,80,1.43,8.0,8.0,16.0,30.0
systematic,0.75,80,1.43,4.0,6.0,42.0,48.0
systematic,0.75,80,1.43,10.0,12.0,44.0,48.0
systematic,0.75,80,1.43,10.0,10.0,22.0,46.0
systematic,0.75,80,1.43,8.0,8.0,26.0,38.0
systematic,0.75,80,1.43,8.0,8.0,20.0,44.0
systematic,0.75,80,1.43,8.0,8.0,16.0,52.0
systematic,0.75,80,1.43,4.0,6.0,26.0,40.0
systematic,0.75,80,1.43,10.0,10.0,30.0,74.0
systematic,0.75,80,1.43,8.0,8.0,18.0,32.0
systematic,0.75,80,1.43,6.0,6.0,40.0,32.0
systematic,0.75,80,1.43,10.0,12.0,30.0,64.0
systematic,0.75,80,1.43,12.0,12.0,38.0,58.0
systematic,0.75,80,1.43,10.0,10.0,28.0,48.0
systematic,0.75,80,1.43,10.0,10.0,26.0,62.0
systematic,0.75,80,1.43,2.0,4.0,20.0,38.0
systematic,0.75,80,1.43,16.0,16.0,32.0,40.0
systematic,0.75,80,1.43,8.0,8.0,16.0,32.0
systematic,0.75,80,1.43,4.0,8.0,30.0,44.0
systematic,0.75,80,1.43,10.0,10.0,32.0,42.0
systematic,0.75,80,1.43,14.0,12.0,22.0,34.0
systematic,0.75,80,1.43,8.0,8.0,22.0,56.0
systematic,0.75,80,1.43,8.0,10.0,24.0,66.0
systematic,0.75,80,1.43,4.0,8.0,20.0,30.0
systematic,0.75,80,1.43,4.0,4.0,36.0,44.0
systematic,0.75,80,1.43,6.0,8.0,18.0,38.0
systematic,0.75,80,1.43,6.0,6.0,22.0,48.0
systematic,0.75,30,1.505,4.0,4.0,18.0,20.0
systematic,0.75,30,1.505,4.0,6.0,16.0,10.0
systematic,0.75,30,1.505,4.0,4.0,16.0,12.0
systematic,0.75,30,1.505,6.0,6.0,20.0,18.0
systematic,0.75,30,1.505,4.0,4.0,18.0,14.0
systematic,0.75,30,1.505,8.0,10.0,22.0,24.0
systematic,0.75,30,1.505,2.0,2.0,16.0,18.0
systematic,0.75,30,1.505,4.0,6.0,18.0,18.0
systematic,0.75,30,1.505,4.0,4.0,16.0,16.0
